action,eventId,messageId,senderId,receiverId,nodeRole,generationTime,eventTime,remainingHops,hopCount,packetBytes,duplicateDiscarded,ttlExpired
duplicate_discard,accident-1,em-accident-1,normal10,normal13,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,EmergencyGridScenario.rsu[0],rsu,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal16,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal25,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal12,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal8,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,ambulance,emergency,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal5,normal,67,67.0321,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal1,normal,67,67.0322,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal17,normal,67,67.0322,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal10,normal18,normal,67,67.0322,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal5,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal1,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,EmergencyGridScenario.rsu[1],rsu,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal10,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal13,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,EmergencyGridScenario.rsu[0],rsu,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal17,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal4,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal9,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal21,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal18,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,ambulance,emergency,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal8,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal12,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal6,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal7,normal,67,67.0326,8,2,266,1,0
duplicate_discard,accident-1,em-accident-1,normal25,normal2,normal,67,67.0326,8,2,266,1,0
transmit,accident-1,em-accident-1,normal16,broadcast,normal,67,67.033,7,3,266,0,0
transmit,accident-1,em-accident-1,normal8,broadcast,normal,67,67.0332,7,3,266,0,0
duplicate_discard,accident-1,em-accident-1,normal16,normal12,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal8,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,ambulance,emergency,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,EmergencyGridScenario.rsu[0],rsu,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal13,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal10,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal17,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal25,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal5,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal21,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal16,normal1,normal,67,67.0334,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal12,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,ambulance,emergency,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal16,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,EmergencyGridScenario.rsu[0],rsu,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal17,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal13,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal10,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal25,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal21,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal1,normal,67,67.034,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal8,normal7,normal,67,67.034,7,3,266,1,0
transmit,accident-1,em-accident-1,normal12,broadcast,normal,67,67.0383,7,3,266,0,0
duplicate_discard,accident-1,em-accident-1,normal12,normal8,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,ambulance,emergency,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal16,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,EmergencyGridScenario.rsu[0],rsu,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal17,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal13,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal10,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal25,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal21,normal,67,67.0387,7,3,266,1,0
duplicate_discard,accident-1,em-accident-1,normal12,normal5,normal,67,67.0387,7,3,266,1,0
